"Timestamp","Bitfinex","Bittrex","Binance","Huboi","Kraken","Kucoin","Poloniex","Coinbase"
1564221630,0.00061282,0.00061247,0.000613,0.000613,"0.00063600","0.000613",0.00061166,"0.000613"
1564221810,0.00061255,0.00061213,0.000613,0.000613,"0.00063600","0.000613",0.00061166,"0.000614"
1564221990,0.00061225,0.00061243,0.000613,0.000613,"0.00063600","0.000613",0.00061166,"0.000613"
1564222170,0.00061252,0.00061243,0.000613,0.000613,"0.00063600","0.000613",0.00061166,"0.000613"
1564222350,0.00061223,0.00061247,0.000613,0.000613,"0.00063600","0.000613",0.00061166,"0.000613"
1564222530,0.00061287,0.00061231,0.000613,0.000613,"0.00063600","0.0006132",0.00061158,"0.000613"
1564222710,0.00061284,0.00061229,0.000613,0.000613,"0.00063600","0.0006127",0.00061158,"0.000613"
1564222890,0.00061273,0.00061247,0.000613,0.000613,"0.00063600","0.0006127",0.00061158,"0.000613"
1564223070,0.00061828,0.00061792,0.000617,0.000618,"0.00064700","0.0006173",0.00061677,"0.00062"
