"Timestamp","Bitfinex","Bittrex","Binance","Huboi","Kraken","Kucoin","Poloniex","Coinbase"
1564221630,0.021836,0.0218386,0.02182,0.021825,"0.021820","0.021829",0.02183,"0.02184"
1564221810,0.021803,0.02183533,0.021812,0.021818,"0.021820","0.02182",0.02181455,"0.02181"
1564221990,0.021794,0.02182729,0.021804,0.021809,"0.021820","0.021818",0.02181447,"0.02181"
1564222170,0.021788,0.02181682,0.021801,0.021809,"0.021780","0.021808",0.02181445,"0.0218"
1564222350,0.021797,0.02183313,0.021819,0.021824,"0.021800","0.021823",0.02181447,"0.02181"
1564222530,0.021794,0.02182797,0.021804,0.021808,"0.021800","0.021811",0.02181445,"0.02181"
1564222710,0.021796,0.02181956,0.021793,0.0218,"0.021800","0.021807",0.02181446,"0.0218"
1564222890,0.021779,0.0218159,0.021794,0.021796,"0.021780","0.02179",0.02181445,"0.02179"
1564223070,0.021832,0.02196689,0.021937,0.021996,"0.021850","0.021907",0.0219073,"0.02192"
