"Timestamp","Bitfinex","Bittrex","Binance","Huboi","Kraken","Kucoin","Poloniex","Coinbase"
1559981029,0.003304,"na",0.003295,0.0033,"na","na","na","na"
1559981094,0.0033033,"na",0.003293,0.0033,"na","na","na","na"
1559981159,0.003303,"na",0.003293,0.003301,"na","na","na","na"
1559981224,0.0033052,"na",0.003296,0.003301,"na","na","na","na"
1559981289,"na","na",0.003296,0.003301,"na","na","na","na"
1559981354,0.0032992,"na",0.003294,0.0033,"na","na","na","na"
1559981419,"na","na",0.003292,0.003298,"na","na","na","na"
1559981484,0.0033069,"na",0.003291,0.0033,"na","na","na","na"
1559981549,0.0033049,"na",0.00329,0.003299,"na","na","na","na"
1559981614,0.003304,"na",0.003287,0.003295,"na","na","na","na"
1559981679,0.0033039,"na",0.003287,0.003295,"na","na","na","na"
1559981744,0.0033039,"na",0.00329,0.003298,"na","na","na","na"
1559981809,0.0033001,"na",0.00329,0.003298,"na","na","na","na"
1559981874,0.0032995,"na",0.003289,0.003298,"na","na","na","na"
1559981939,0.0032985,"na",0.003289,0.003297,"na","na","na","na"
1559982004,0.003298,"na",0.00329,0.003296,"na","na","na","na"
1559982069,"na","na",0.003289,0.003297,"na","na","na","na"
1559982134,0.0032972,"na",0.003287,0.003296,"na","na","na","na"
1559982199,"na","na",0.003286,0.003294,"na","na","na","na"
1559982264,0.003296,"na",0.003284,0.003295,"na","na","na","na"
1559982329,0.0032943,"na",0.003284,0.003298,"na","na","na","na"
1559982394,0.0032992,"na",0.003284,0.003296,"na","na","na","na"
1559982460,0.0032978,"na",0.003284,0.003296,"na","na","na","na"
1559982525,0.0032978,"na",0.003284,0.003295,"na","na","na","na"
1559982590,0.0032973,"na",0.003289,0.003296,"na","na","na","na"
1559982655,0.0032954,"na",0.003288,0.003296,"na","na","na","na"
1559982720,0.0032955,"na",0.003288,0.003296,"na","na","na","na"
1559982785,0.0032952,"na",0.003288,0.003295,"na","na","na","na"
1559982850,"na","na",0.003288,0.003295,"na","na","na","na"
1559982915,0.0032947,"na",0.003288,0.003296,"na","na","na","na"
1559982980,"na","na",0.003288,0.003293,"na","na","na","na"
1559983045,0.0032935,"na",0.003288,0.003296,"na","na","na","na"
1559983110,"na","na",0.003287,0.003295,"na","na","na","na"
1559983175,0.0032925,"na",0.003285,0.003294,"na","na","na","na"
1559983240,0.0032925,"na",0.003285,0.003293,"na","na","na","na"
1559983305,"na","na",0.003285,0.003294,"na","na","na","na"
1559983370,0.0032936,"na",0.003285,0.003294,"na","na","na","na"
1559983435,0.0032906,"na",0.003285,0.003293,"na","na","na","na"
1559983500,0.0032896,"na",0.003285,0.003293,"na","na","na","na"
1559983565,0.0032896,"na",0.003285,0.003293,"na","na","na","na"
1559983630,0.0032896,"na",0.003284,0.003293,"na","na","na","na"
1559983695,"na","na",0.003282,0.003287,"na","na","na","na"
1559983760,0.0032886,"na",0.003282,0.003289,"na","na","na","na"
1559983825,0.0032864,"na",0.003279,0.003287,"na","na","na","na"
1559983890,"na","na",0.003279,0.003287,"na","na","na","na"
1559983955,0.0032826,"na",0.003278,0.003283,"na","na","na","na"
1559984020,0.0032849,"na",0.003277,0.003286,"na","na","na","na"
1559984085,0.0032823,"na",0.003277,0.003285,"na","na","na","na"
1559984150,0.0032826,"na",0.003278,0.003286,"na","na","na","na"
1559984215,0.003289,"na",0.003279,0.003291,"na","na","na","na"
1559984280,0.0032895,"na",0.00328,0.00329,"na","na","na","na"
1559984345,0.0032907,"na",0.003279,0.003289,"na","na","na","na"
1559984410,"na","na",0.003284,0.003289,"na","na","na","na"
1559984475,0.0032904,"na",0.003285,0.003289,"na","na","na","na"
1559984540,0.0032921,"na",0.003285,0.003288,"na","na","na","na"
1559984605,"na","na",0.003291,0.003297,"na","na","na","na"
1559984670,0.0032998,"na",0.003289,0.003297,"na","na","na","na"
1559984735,0.0033003,"na",0.003291,0.003297,"na","na","na","na"
1559984800,0.0032992,"na",0.003291,0.003297,"na","na","na","na"
1559984865,0.0032986,"na",0.003291,0.003297,"na","na","na","na"
1559984930,0.0032995,"na",0.003291,0.003297,"na","na","na","na"
1559984995,0.0032982,"na",0.003291,0.003297,"na","na","na","na"
1559985060,0.0033039,"na",0.003293,0.003297,"na","na","na","na"
1559985125,0.0032978,"na",0.003291,0.003297,"na","na","na","na"
1559985190,"na","na",0.003291,0.003297,"na","na","na","na"
1559985255,0.0032975,"na",0.003291,0.003297,"na","na","na","na"
1559985340,"na","na",0.003293,0.003297,"na","na","na","na"
1559985405,0.0032996,"na",0.003292,0.003297,"na","na","na","na"
1559985470,0.0032996,"na",0.003292,0.003297,"na","na","na","na"
